624;99664;INGGEMBIT (ENGGEMBIT);72
625;99664;JETETKUN / YETETKUN;72
626;99664;KANGGEWOT;72
627;99664;KAWAKTEMBUT;73
628;99664;KLOFKAMP (KOLOPKAM);69
629;99664;KUKEN;69
630;99664;MANGGEMAKHE (MANGGEMAHE);71
631;99664;NINATI;73
632;99664;SINIMBURU;70
633;99664;TEMBUTKA;73
634;99664;TIMKA;73
635;99664;UGO;70
636;99664;UPKIM;72
637;99664;UPYETETKO;73
638;99664;WAMETKAPA;72
639;99664;WANGGEMALO;70
640;99664;WAROPKO;72
641;99664;WINIKTIT;72
642;99664;WOMBON;72
643;99664;YAFUFLA;70
644;99664;YANIRUMA;71
645;99665;BAYANGGOP;74
646;99665;BIWAGE;75
647;99665;BIWAGE DUA;75
648;99665;BURUNGGOP;74
649;99665;FIRIWAGE;76
650;99665;GAGUOP;74
651;99665;KABUWAGE;76
652;99665;KARUWAGE;76
653;99665;KAWAGIT;75
654;99665;KEWAM;74
655;99665;KOMBAI;75
656;99665;KOUH;59
657;99665;MANGGA TIGA;74
658;99665;MANGGELUM;74
659;99665;NIOP;75
660;99665;WALIBURU;76
661;99665;WANGGOM;75
662;99766;AMAKOT;77
663;99766;AUBAN;78
664;99766;AYAK;77
665;99766;BANUM;77
666;99766;BINAM;77
667;99766;BINAMSAIN;78
668;99766;BOR;77
669;99766;BUBIS;77
670;99766;BUMU;77
671;99766;BURBIS;77
672;99766;BUTUKATNAU;78
673;99766;DAIKOT;77
674;99766;DEKAMOR / DEKAMER;77
675;99766;EMNAM;77
676;99766;JINAK;77
677;99766;KAPAYAP DUA;77
678;99766;KAPAYAP SATU;77
679;99766;KAPAYAP TIGA;77
680;99766;KARBIS;77
681;99766;MABUL;78
682;99766;NAGATUN;77
683;99766;PATIPI (PATIPPI);78
684;99766;PEPERA;78
685;99766;PIRABANAK;78
686;99766;SIPENAP / SIPANAP (ASAREP);78
687;99766;SOMNAK;77
688;99766;SORAY / SORAI;77
689;99766;UJUNG BATU;77
690;99766;ULAKIN;78
691;99766;VAKAM;77
692;99766;VAKAM DUA;77
693;99766;WABAK;77
694;99766;WAGABUS;77
695;99766;WAGANU DUA;77
696;99766;WAIJENS;77
697;99766;WOUTU BRASA;78
698;99766;WOUTU KOLOF;78
699;99766;WOWI;77
700;99773;AIKUT;79
701;99773;AMAGAIS;80
702;99773;AMARU (AMORO);80
703;99773;AMKAI;80
704;99773;AMKUN / AMKUM (ANKUM);80
705;99773;AWORKEY / AWORKET;81
706;99773;BAWOR;82
707;99773;BAYUN;81
708;99773;EMENE (EUMENE);81
709;99773;ERO SAMAN;80
710;99773;ESEIB (ESAIB);82
711;99773;HAHARE;79
712;99773;HAINAM;82
713;99773;HEIYARAM;79
714;99773;JITORSOK;81
715;99773;KAGIRIM / KAIRIN;81
716;99773;KAIPOM;79
717;99773;KAMUR;82
718;99773;KAWEM;79
719;99773;PRIMAPUN (FIRIMAPUN/FIRIMAPON);81
720;99773;SAMAN;81
721;99773;SAMENDORO / SEMENDORO;81
722;99773;SANAPAI (SENAPAI);82
723;99773;SANEP / SANEM;79
724;99773;SANTABOR (SANTAMBOR);81
725;99773;SAPEN (AIROSAPEM);79
726;99773;SARAMIT / SERAMIT;82
727;99773;SARMAFO;82
728;99773;SASIME;79
729;99773;SIMIPIT (SINEPIT);79
730;99773;SIMSAGAR;81
731;99773;SOHOMANE;80
732;99773;SUAGAI / SUWAGAI (SUWA);80
733;99773;TEREO / TAREO (TAERO);81
734;99773;WAGASU;79
735;99773;YAGAMIT;82
736;99773;YAHUI (YAHOI);82
737;99773;YAMKAP (YANKAP);80
738;99773;YAPTAMBOR;81
739;99773;YERFUM;80
740;99776;AMANAMKAI;83
741;99776;AMBISU;83
742;99776;ATAMBUTS;84
743;99776;ATSJ (ATSY);83
744;99776;AWOK;85
745;99776;BAKASEI;83
746;99776;BINE;83
747;99776;BIPIN (BIPIM);83
